@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
53371,'2025/03/01 00:26:44:275',28,0.990962,0.133186,0.087429,-0.000567,-0.058985,-0.989996,?,?,?,1,1,?
53372,'2025/03/01 00:26:44:286',28,0.990913,0.132942,0.087564,-0.001181,-0.058928,-0.990592,?,?,?,1,1,?
53373,'2025/03/01 00:26:44:297',28,0.99077,0.132821,0.087674,-0.001181,-0.058928,-0.990592,?,?,?,1,1,?
53374,'2025/03/01 00:26:44:307',28,0.990607,0.132743,0.087737,-0.001434,-0.059122,-0.990972,?,?,?,1,1,?
53375,'2025/03/01 00:26:44:324',28,0.990475,0.132755,0.087796,-0.002082,-0.059147,-0.991913,?,?,?,1,1,?
53376,'2025/03/01 00:26:44:332',28,0.990393,0.132874,0.087849,-0.002152,-0.059063,-0.992426,?,?,?,1,1,?
53377,'2025/03/01 00:26:44:337',28,0.990396,0.13307,0.087874,-0.002152,-0.059063,-0.992426,?,?,?,1,1,?
53378,'2025/03/01 00:26:44:347',28,0.990482,0.133337,0.087899,-0.002139,-0.059216,-0.992682,?,?,?,1,1,?
53379,'2025/03/01 00:26:44:357',28,0.990642,0.133646,0.087938,-0.002403,-0.058752,-0.992859,?,?,?,1,1,?
53380,'2025/03/01 00:26:44:369',28,0.99082,0.133972,0.087994,-0.002568,-0.058414,-0.993173,?,?,?,1,1,?
53381,'2025/03/01 00:26:44:378',28,0.991015,0.134266,0.088044,-0.002652,-0.058481,-0.993533,?,?,?,1,1,?
53382,'2025/03/01 00:26:44:392',28,0.991154,0.134533,0.088071,-0.002777,-0.058747,-0.993731,?,?,?,1,1,?
53383,'2025/03/01 00:26:44:400',28,0.991151,0.134799,0.088122,-0.002882,-0.059108,-0.993822,?,?,?,1,1,?
53384,'2025/03/01 00:26:44:409',28,0.990979,0.134973,0.088162,-0.002879,-0.059512,-0.993948,?,?,?,1,1,?
53385,'2025/03/01 00:26:44:419',28,0.990832,0.13511,0.088185,-0.00296,-0.059712,-0.994104,?,?,?,1,1,?
53386,'2025/03/01 00:26:44:432',28,0.990692,0.135242,0.088207,-0.003151,-0.059647,-0.99418,?,?,?,1,1,?
53387,'2025/03/01 00:26:44:440',28,0.990509,0.135359,0.088219,-0.003429,-0.059461,-0.994292,?,?,?,1,1,?
53388,'2025/03/01 00:26:44:450',28,0.990387,0.135442,0.088191,-0.003681,-0.059159,-0.994464,?,?,?,1,1,?
53389,'2025/03/01 00:26:44:461',28,0.990414,0.135464,0.088082,-0.003882,-0.059062,-0.994554,?,?,?,1,1,?
53390,'2025/03/01 00:26:44:471',28,0.990601,0.135446,0.087924,-0.004066,-0.059226,-0.994508,?,?,?,1,1,?
53391,'2025/03/01 00:26:44:483',28,0.990784,0.135448,0.087776,-0.004202,-0.059536,-0.99436,?,?,?,1,1,?
53392,'2025/03/01 00:26:44:494',28,0.990801,0.135479,0.087698,-0.004328,-0.059878,-0.994099,?,?,?,1,1,?
53393,'2025/03/01 00:26:44:502',28,0.9907,0.135558,0.087672,-0.004543,-0.06022,-0.993662,?,?,?,1,1,?
53394,'2025/03/01 00:26:44:514',28,0.990594,0.135628,0.08768,-0.005021,-0.060461,-0.993242,?,?,?,1,1,?
53395,'2025/03/01 00:26:44:527',28,0.990565,0.135648,0.087684,-0.005293,-0.060637,-0.992912,?,?,?,1,1,?
53396,'2025/03/01 00:26:44:535',28,0.990639,0.135617,0.087702,-0.00533,-0.060668,-0.992641,?,?,?,1,1,?
53397,'2025/03/01 00:26:44:543',28,0.99074,0.135569,0.087714,-0.005431,-0.060233,-0.99242,?,?,?,1,1,?
53398,'2025/03/01 00:26:44:554',28,0.990817,0.135513,0.087721,-0.005666,-0.060301,-0.992148,?,?,?,1,1,?
53399,'2025/03/01 00:26:44:564',28,0.990905,0.135439,0.087743,-0.006,-0.060938,-0.991912,?,?,?,1,1,?
53400,'2025/03/01 00:26:44:574',28,0.990922,0.135354,0.087768,-0.006448,-0.06147,-0.991672,?,?,?,1,1,?
53401,'2025/03/01 00:26:44:588',28,0.990808,0.135267,0.087807,-0.006899,-0.06161,-0.991431,?,?,?,1,1,?
53402,'2025/03/01 00:26:44:598',28,0.990639,0.135257,0.087825,-0.007159,-0.061637,-0.991293,?,?,?,1,1,?
53403,'2025/03/01 00:26:44:605',28,0.990463,0.135325,0.087827,-0.007328,-0.061746,-0.991216,?,?,?,1,1,?
53404,'2025/03/01 00:26:44:622',28,0.990327,0.135395,0.087806,-0.007472,-0.061885,-0.991042,?,?,?,1,1,?
53405,'2025/03/01 00:26:44:628',28,0.990304,0.13557,0.08775,-0.007679,-0.061965,-0.990706,?,?,?,1,1,?
53406,'2025/03/01 00:26:44:637',28,0.99034,0.135767,0.087698,-0.007986,-0.062006,-0.99044,?,?,?,1,1,?
53407,'2025/03/01 00:26:44:646',28,0.990413,0.135984,0.087637,-0.008211,-0.06208,-0.990166,?,?,?,1,1,?
53408,'2025/03/01 00:26:44:657',28,0.990498,0.136197,0.087599,-0.008353,-0.062196,-0.989887,?,?,?,1,1,?
53409,'2025/03/01 00:26:44:669',28,0.990551,0.136388,0.087562,-0.008504,-0.062346,-0.989546,?,?,?,1,1,?
53410,'2025/03/01 00:26:44:677',28,0.990538,0.136581,0.087522,-0.008698,-0.062496,-0.989169,?,?,?,1,1,?
53411,'2025/03/01 00:26:44:688',28,0.990512,0.136732,0.087464,-0.00884,-0.062595,-0.988936,?,?,?,1,1,?
53412,'2025/03/01 00:26:44:700',28,0.990506,0.136857,0.087374,-0.00884,-0.062595,-0.988936,?,?,?,1,1,?
53413,'2025/03/01 00:26:44:710',28,0.990456,0.136978,0.087283,-0.008956,-0.062739,-0.988855,?,?,?,1,1,?
53414,'2025/03/01 00:26:44:719',28,0.990389,0.137074,0.087186,-0.009122,-0.062863,-0.988812,?,?,?,1,1,?
53415,'2025/03/01 00:26:44:738',28,0.990373,0.137153,0.087068,-0.009626,-0.062765,-0.988939,?,?,?,1,1,?
53416,'2025/03/01 00:26:44:739',28,0.990372,0.137145,0.086921,-0.009626,-0.062765,-0.988939,?,?,?,1,1,?
53417,'2025/03/01 00:26:44:750',28,0.99043,0.137114,0.086775,-0.010002,-0.062848,-0.98905,?,?,?,1,1,?
53418,'2025/03/01 00:26:44:760',28,0.9905,0.137059,0.086635,-0.010334,-0.063265,-0.989148,?,?,?,1,1,?
53419,'2025/03/01 00:26:44:770',28,0.990581,0.137046,0.086506,-0.010579,-0.063997,-0.989281,?,?,?,1,1,?
53420,'2025/03/01 00:26:44:783',28,0.99064,0.137033,0.086352,-0.010724,-0.064683,-0.989434,?,?,?,1,1,?
53421,'2025/03/01 00:26:44:792',28,0.990624,0.136995,0.086195,-0.010888,-0.06498,-0.98958,?,?,?,1,1,?
53422,'2025/03/01 00:26:44:803',28,0.990589,0.13694,0.086074,-0.011148,-0.065013,-0.9897,?,?,?,1,1,?
53423,'2025/03/01 00:26:44:815',28,0.990594,0.136854,0.085933,-0.011874,-0.065124,-0.989961,?,?,?,1,1,?
53424,'2025/03/01 00:26:44:824',28,0.990595,0.136766,0.085777,-0.011874,-0.065124,-0.989961,?,?,?,1,1,?
53425,'2025/03/01 00:26:44:837',28,0.990624,0.136691,0.085604,-0.012348,-0.065614,-0.990228,?,?,?,1,1,?
53426,'2025/03/01 00:26:44:843',28,0.990672,0.136581,0.085413,-0.012348,-0.065614,-0.990228,?,?,?,1,1,?
53427,'2025/03/01 00:26:44:853',28,0.990664,0.136538,0.085148,-0.012476,-0.065754,-0.990273,?,?,?,1,1,?
53428,'2025/03/01 00:26:44:864',28,0.990618,0.136526,0.084893,-0.012692,-0.065781,-0.990242,?,?,?,1,1,?
53429,'2025/03/01 00:26:44:873',28,0.990573,0.136514,0.084658,-0.012835,-0.065944,-0.990227,?,?,?,1,1,?
53430,'2025/03/01 00:26:44:884',28,0.990555,0.136512,0.084447,-0.012953,-0.066215,-0.990271,?,?,?,1,1,?
53431,'2025/03/01 00:26:44:905',28,0.990576,0.136496,0.084249,-0.013238,-0.066755,-0.990219,?,?,?,1,1,?
53432,'2025/03/01 00:26:44:906',28,0.990606,0.136505,0.084102,-0.013238,-0.066755,-0.990219,?,?,?,1,1,?
53433,'2025/03/01 00:26:44:916',28,0.99064,0.136567,0.08401,-0.013483,-0.067215,-0.990165,?,?,?,1,1,?
53434,'2025/03/01 00:26:44:926',28,0.990702,0.136665,0.083932,-0.013689,-0.067227,-0.98994,?,?,?,1,1,?
53435,'2025/03/01 00:26:44:935',28,0.990795,0.136721,0.083895,-0.013852,-0.066911,-0.989769,?,?,?,1,1,?
53436,'2025/03/01 00:26:44:946',28,0.990903,0.136759,0.083884,-0.013909,-0.066594,-0.989743,?,?,?,1,1,?
53437,'2025/03/01 00:26:44:956',28,0.991018,0.13685,0.083898,-0.013939,-0.066458,-0.989704,?,?,?,1,1,?
53438,'2025/03/01 00:26:44:969',28,0.991089,0.136942,0.083959,-0.014052,-0.06658,-0.989507,?,?,?,1,1,?
53439,'2025/03/01 00:26:44:977',28,0.991127,0.13705,0.084028,-0.014244,-0.067086,-0.989181,?,?,?,1,1,?
53440,'2025/03/01 00:26:44:987',28,0.991136,0.137177,0.08409,-0.014408,-0.067983,-0.988878,?,?,?,1,1,?
53441,'2025/03/01 00:26:44:999',28,0.991139,0.1373,0.08411,-0.014517,-0.068952,-0.988651,?,?,?,1,1,?
53442,'2025/03/01 00:26:45:007',28,0.991156,0.137378,0.0841,-0.014582,-0.069676,-0.988483,?,?,?,1,1,?
53443,'2025/03/01 00:26:45:020',28,0.991134,0.137415,0.084061,-0.014875,-0.070022,-0.988326,?,?,?,1,1,?
53444,'2025/03/01 00:26:45:029',28,0.991127,0.137441,0.083966,-0.015202,-0.070375,-0.98825,?,?,?,1,1,?
53445,'2025/03/01 00:26:45:039',28,0.991131,0.13748,0.08384,-0.015202,-0.070375,-0.98825,?,?,?,1,1,?
53446,'2025/03/01 00:26:45:051',28,0.991139,0.137518,0.08373,-0.015873,-0.07193,-0.988526,?,?,?,1,1,?
53447,'2025/03/01 00:26:45:059',28,0.991142,0.137506,0.083623,-0.016431,-0.074082,-0.988803,?,?,?,1,1,?
53448,'2025/03/01 00:26:45:069',28,0.991135,0.137499,0.083512,-0.017204,-0.077621,-0.989182,?,?,?,1,1,?
53449,'2025/03/01 00:26:45:080',28,0.991041,0.137574,0.083545,-0.018236,-0.08196,-0.989664,?,?,?,1,1,?
53450,'2025/03/01 00:26:45:090',28,0.991018,0.137603,0.083655,-0.018236,-0.08196,-0.989664,?,?,?,1,1,?
53451,'2025/03/01 00:26:45:100',28,0.991138,0.137554,0.083697,-0.019876,-0.089221,-0.99091,?,?,?,1,1,?
53452,'2025/03/01 00:26:45:112',28,0.99148,0.137448,0.083568,-0.019818,-0.089503,-0.991703,?,?,?,1,1,?
53453,'2025/03/01 00:26:45:123',28,0.991996,0.137282,0.083273,-0.019495,-0.088697,-0.992296,?,?,?,1,1,?
53454,'2025/03/01 00:26:45:131',28,0.99245,0.136988,0.082888,-0.019045,-0.087475,-0.992569,?,?,?,1,1,?
53455,'2025/03/01 00:26:45:141',28,0.992644,0.136589,0.082446,-0.019045,-0.087475,-0.992569,?,?,?,1,1,?
53456,'2025/03/01 00:26:45:156',28,0.992524,0.136167,0.08194,-0.017916,-0.085671,-0.992042,?,?,?,1,1,?
53457,'2025/03/01 00:26:45:162',28,0.992199,0.135698,0.08138,-0.017916,-0.085671,-0.992042,?,?,?,1,1,?
53458,'2025/03/01 00:26:45:173',28,0.991772,0.135176,0.080814,-0.017254,-0.085657,-0.991315,?,?,?,1,1,?
53459,'2025/03/01 00:26:45:183',28,0.991167,0.134752,0.080367,-0.016585,-0.086464,-0.990372,?,?,?,1,1,?
53460,'2025/03/01 00:26:45:193',28,0.990236,0.134708,0.08037,-0.016105,-0.087806,-0.989192,?,?,?,1,1,?
53461,'2025/03/01 00:26:45:207',28,0.989416,0.134842,0.080557,-0.015844,-0.089049,-0.988103,?,?,?,1,1,?
53462,'2025/03/01 00:26:45:213',28,0.988938,0.13513,0.080854,-0.015845,-0.088977,-0.98738,?,?,?,1,1,?
53463,'2025/03/01 00:26:45:229',28,0.988883,0.135572,0.081178,-0.015954,-0.08777,-0.986416,?,?,?,1,1,?
53464,'2025/03/01 00:26:45:235',28,0.989156,0.136129,0.081484,-0.015954,-0.08777,-0.986416,?,?,?,1,1,?
53465,'2025/03/01 00:26:45:244',28,0.989617,0.136766,0.081779,-0.016114,-0.087162,-0.985883,?,?,?,1,1,?
53466,'2025/03/01 00:26:45:255',28,0.990129,0.137504,0.082037,-0.016139,-0.086613,-0.985358,?,?,?,1,1,?
53467,'2025/03/01 00:26:45:265',28,0.99062,0.138311,0.082261,-0.015896,-0.086438,-0.984829,?,?,?,1,1,?
53468,'2025/03/01 00:13:48:713',28,0.991032,0.139126,0.082431,-0.015313,-0.0882,-0.983504,?,?,?,1,1,?
53469,'2025/03/01 00:26:45:287',28,0.991303,0.139962,0.082567,-0.015313,-0.0882,-0.983504,?,?,?,1,1,?
53470,'2025/03/01 00:26:45:296',28,0.991464,0.140754,0.082705,-0.015143,-0.08974,-0.982921,?,?,?,1,1,?
53471,'2025/03/01 00:26:45:314',28,0.991488,0.141399,0.082965,-0.01574,-0.090974,-0.983119,?,?,?,1,1,?
53472,'2025/03/01 00:26:45:330',28,0.991511,0.141974,0.083301,-0.016359,-0.091299,-0.983487,?,?,?,1,1,?
53473,'2025/03/01 00:26:45:334',28,0.99162,0.14243,0.083707,-0.01688,-0.091904,-0.983954,?,?,?,1,1,?
53474,'2025/03/01 00:26:45:339',28,0.991827,0.142761,0.084149,-0.01688,-0.091904,-0.983954,?,?,?,1,1,?
53475,'2025/03/01 00:26:45:348',28,0.992074,0.142923,0.084565,-0.017237,-0.09296,-0.984429,?,?,?,1,1,?
53476,'2025/03/01 00:26:45:358',28,0.992311,0.142929,0.08492,-0.017488,-0.094592,-0.984763,?,?,?,1,1,?
53477,'2025/03/01 00:26:45:368',28,0.992447,0.142857,0.085174,-0.017778,-0.096664,-0.98496,?,?,?,1,1,?
53478,'2025/03/01 00:26:45:379',28,0.9925,0.142686,0.085297,-0.018176,-0.09878,-0.985109,?,?,?,1,1,?
53479,'2025/03/01 00:26:45:389',28,0.992517,0.142434,0.085337,-0.018582,-0.100602,-0.985416,?,?,?,1,1,?
53480,'2025/03/01 00:26:45:400',28,0.99246,0.142129,0.085327,-0.018877,-0.102067,-0.985763,?,?,?,1,1,?
53481,'2025/03/01 00:26:45:416',28,0.992381,0.14172,0.08521,-0.019022,-0.103642,-0.986186,?,?,?,1,1,?
53482,'2025/03/01 00:26:45:420',28,0.99249,0.141168,0.084856,-0.019195,-0.105325,-0.986671,?,?,?,1,1,?
53483,'2025/03/01 00:26:45:434',28,0.992765,0.140573,0.084433,-0.019411,-0.107127,-0.987175,?,?,?,1,1,?
53484,'2025/03/01 00:26:45:441',28,0.993062,0.139934,0.084007,-0.019673,-0.108978,-0.987714,?,?,?,1,1,?
53485,'2025/03/01 00:26:45:456',28,0.993241,0.139295,0.083592,-0.020122,-0.110599,-0.988216,?,?,?,1,1,?
53486,'2025/03/01 00:26:45:461',28,0.993282,0.138643,0.083146,-0.020561,-0.111792,-0.988608,?,?,?,1,1,?
53487,'2025/03/01 00:26:45:472',28,0.993161,0.13795,0.082636,-0.020797,-0.112782,-0.989011,?,?,?,1,1,?
53488,'2025/03/01 00:26:45:482',28,0.992909,0.137236,0.082068,-0.020859,-0.113874,-0.989135,?,?,?,1,1,?
53489,'2025/03/01 00:26:45:493',28,0.992617,0.136519,0.081453,-0.020815,-0.114979,-0.989016,?,?,?,1,1,?
53490,'2025/03/01 00:26:45:504',28,0.992332,0.135782,0.080785,-0.020815,-0.114979,-0.989016,?,?,?,1,1,?
53491,'2025/03/01 00:26:45:524',28,0.992059,0.135067,0.080116,-0.020909,-0.116735,-0.988791,?,?,?,1,1,?
53492,'2025/03/01 00:26:45:524',28,0.991817,0.134425,0.079499,-0.020909,-0.116735,-0.988791,?,?,?,1,1,?
53493,'2025/03/01 00:26:45:533',28,0.991556,0.133921,0.079014,-0.020853,-0.116793,-0.988786,?,?,?,1,1,?
53494,'2025/03/01 00:26:45:544',28,0.991278,0.133549,0.078631,-0.020853,-0.116793,-0.988786,?,?,?,1,1,?
53495,'2025/03/01 00:26:45:554',28,0.990999,0.13333,0.078335,-0.020733,-0.117425,-0.988383,?,?,?,1,1,?
53496,'2025/03/01 00:26:45:565',28,0.990741,0.133319,0.078118,-0.020625,-0.118175,-0.987923,?,?,?,1,1,?
53497,'2025/03/01 00:26:45:575',28,0.990536,0.133537,0.077996,-0.020625,-0.118175,-0.987923,?,?,?,1,1,?
53498,'2025/03/01 00:26:45:586',28,0.990398,0.133941,0.077992,-0.020714,-0.120096,-0.986979,?,?,?,1,1,?
53499,'2025/03/01 00:26:45:596',28,0.990309,0.134483,0.07808,-0.020714,-0.120096,-0.986979,?,?,?,1,1,?
53500,'2025/03/01 00:26:45:610',28,0.990276,0.135087,0.078213,-0.020725,-0.121137,-0.985792,?,?,?,1,1,?
53501,'2025/03/01 00:26:45:617',28,0.99028,0.135698,0.078414,-0.020563,-0.121362,-0.985058,?,?,?,1,1,?
53502,'2025/03/01 00:26:45:628',28,0.990331,0.136313,0.078699,-0.020358,-0.121707,-0.98424,?,?,?,1,1,?
53503,'2025/03/01 00:26:45:637',28,0.990439,0.136936,0.079026,-0.020358,-0.121707,-0.98424,?,?,?,1,1,?
53504,'2025/03/01 00:26:45:647',28,0.990592,0.13756,0.079384,-0.020132,-0.122112,-0.983297,?,?,?,1,1,?
53505,'2025/03/01 00:26:45:661',28,0.990733,0.138167,0.079727,-0.019862,-0.123557,-0.981504,?,?,?,1,1,?
53506,'2025/03/01 00:26:45:667',28,0.990834,0.138759,0.080042,-0.019862,-0.123557,-0.981504,?,?,?,1,1,?
53507,'2025/03/01 00:26:45:678',28,0.990869,0.139294,0.080315,-0.019869,-0.124071,-0.981136,?,?,?,1,1,?
53508,'2025/03/01 00:26:45:692',28,0.990858,0.139827,0.080577,-0.01989,-0.124222,-0.981059,?,?,?,1,1,?
53509,'2025/03/01 00:26:45:698',28,0.990819,0.140296,0.080829,-0.019915,-0.12411,-0.981208,?,?,?,1,1,?
53510,'2025/03/01 00:26:45:709',28,0.990757,0.140673,0.081076,-0.020102,-0.123677,-0.98145,?,?,?,1,1,?
53511,'2025/03/01 00:26:45:719',28,0.990716,0.141045,0.081318,-0.020425,-0.123058,-0.981663,?,?,?,1,1,?
53512,'2025/03/01 00:26:45:729',28,0.990663,0.141391,0.081554,-0.02074,-0.122731,-0.981871,?,?,?,1,1,?
53513,'2025/03/01 00:26:45:743',28,0.990598,0.141686,0.081772,-0.020943,-0.122897,-0.982141,?,?,?,1,1,?
53514,'2025/03/01 00:26:45:751',28,0.990574,0.141984,0.081972,-0.02099,-0.12324,-0.982375,?,?,?,1,1,?
53515,'2025/03/01 00:26:45:763',28,0.990686,0.142304,0.082144,-0.021025,-0.123436,-0.982541,?,?,?,1,1,?
53516,'2025/03/01 00:26:45:770',28,0.990867,0.142629,0.082261,-0.021078,-0.123648,-0.982936,?,?,?,1,1,?
53517,'2025/03/01 00:26:45:782',28,0.991057,0.142946,0.082364,-0.021262,-0.123767,-0.983414,?,?,?,1,1,?
53518,'2025/03/01 00:26:45:791',28,0.991229,0.143194,0.0824,-0.021469,-0.123787,-0.983928,?,?,?,1,1,?
53519,'2025/03/01 00:26:45:801',28,0.991412,0.143363,0.08238,-0.021652,-0.123885,-0.984444,?,?,?,1,1,?
53520,'2025/03/01 00:26:45:812',28,0.99154,0.143439,0.082337,-0.021858,-0.124182,-0.984886,?,?,?,1,1,?
53521,'2025/03/01 00:26:45:826',28,0.991619,0.14341,0.082228,-0.022138,-0.124467,-0.985211,?,?,?,1,1,?
53522,'2025/03/01 00:26:45:832',28,0.991691,0.143274,0.082031,-0.022368,-0.124587,-0.985527,?,?,?,1,1,?
53523,'2025/03/01 00:26:45:845',28,0.99174,0.143023,0.081763,-0.022476,-0.124619,-0.985847,?,?,?,1,1,?
53524,'2025/03/01 00:26:45:853',28,0.991801,0.142684,0.081443,-0.02256,-0.124718,-0.986084,?,?,?,1,1,?
53525,'2025/03/01 00:26:45:866',28,0.991826,0.142301,0.081093,-0.022595,-0.125042,-0.986218,?,?,?,1,1,?
53526,'2025/03/01 00:26:45:874',28,0.991816,0.14171,0.080688,-0.022634,-0.125525,-0.986327,?,?,?,1,1,?
53527,'2025/03/01 00:26:45:885',28,0.991778,0.141019,0.080288,-0.022726,-0.126008,-0.986426,?,?,?,1,1,?
53528,'2025/03/01 00:26:45:895',28,0.991702,0.140299,0.079882,-0.022973,-0.126185,-0.986476,?,?,?,1,1,?
53529,'2025/03/01 00:26:45:905',28,0.991629,0.139598,0.079482,-0.023249,-0.126023,-0.986569,?,?,?,1,1,?
53530,'2025/03/01 00:26:45:919',28,0.991559,0.138884,0.079111,-0.023435,-0.125656,-0.986683,?,?,?,1,1,?
53531,'2025/03/01 00:26:45:929',28,0.991501,0.138215,0.07879,-0.023543,-0.125273,-0.986678,?,?,?,1,1,?
53532,'2025/03/01 00:26:45:936',28,0.991465,0.13765,0.078511,-0.023643,-0.12501,-0.986526,?,?,?,1,1,?
53533,'2025/03/01 00:26:45:947',28,0.99145,0.137166,0.078282,-0.023808,-0.124916,-0.986265,?,?,?,1,1,?
53534,'2025/03/01 00:26:45:959',28,0.991475,0.136744,0.078129,-0.023981,-0.124865,-0.985916,?,?,?,1,1,?
53535,'2025/03/01 00:26:45:968',28,0.991542,0.136413,0.078052,-0.024157,-0.124722,-0.985523,?,?,?,1,1,?
53536,'2025/03/01 00:26:45:977',28,0.99163,0.136173,0.078098,-0.02435,-0.124501,-0.985037,?,?,?,1,1,?
53537,'2025/03/01 00:26:45:989',28,0.991827,0.136073,0.078187,-0.02435,-0.124501,-0.985037,?,?,?,1,1,?
53538,'2025/03/01 00:26:45:997',28,0.99206,0.136031,0.078305,-0.024688,-0.124074,-0.984187,?,?,?,1,1,?
53539,'2025/03/01 00:26:46:008',28,0.992303,0.136044,0.078429,-0.024688,-0.124074,-0.984187,?,?,?,1,1,?
53540,'2025/03/01 00:26:46:022',28,0.992521,0.1361,0.078553,-0.025035,-0.124031,-0.983252,?,?,?,1,1,?
53541,'2025/03/01 00:26:46:028',28,0.992629,0.136197,0.078648,-0.025035,-0.124031,-0.983252,?,?,?,1,1,?
53542,'2025/03/01 00:26:46:039',28,0.992665,0.136324,0.078724,-0.025391,-0.124006,-0.982428,?,?,?,1,1,?
53543,'2025/03/01 00:26:46:050',28,0.992646,0.136491,0.078851,-0.025391,-0.124006,-0.982428,?,?,?,1,1,?
53544,'2025/03/01 00:26:46:063',28,0.99254,0.136665,0.079065,-0.025906,-0.122413,-0.981768,?,?,?,1,1,?
53545,'2025/03/01 00:26:46:072',28,0.99239,0.136784,0.079358,-0.025906,-0.122413,-0.981768,?,?,?,1,1,?
53546,'2025/03/01 00:26:46:080',28,0.992348,0.13683,0.079643,-0.026148,-0.121459,-0.981642,?,?,?,1,1,?
53547,'2025/03/01 00:26:46:090',28,0.992468,0.136825,0.079874,-0.026275,-0.120772,-0.981505,?,?,?,1,1,?
53548,'2025/03/01 00:26:46:101',28,0.992607,0.136879,0.080173,-0.02619,-0.120894,-0.981206,?,?,?,1,1,?
53549,'2025/03/01 00:26:46:111',28,0.992625,0.137033,0.080539,-0.026004,-0.12204,-0.98076,?,?,?,1,1,?
53550,'2025/03/01 00:26:46:122',28,0.992602,0.137288,0.080939,-0.025865,-0.123534,-0.980264,?,?,?,1,1,?
53551,'2025/03/01 00:26:46:133',28,0.992639,0.137596,0.081327,-0.025881,-0.124512,-0.979875,?,?,?,1,1,?
53552,'2025/03/01 00:26:46:147',28,0.992714,0.13794,0.081715,-0.0262,-0.122912,-0.979989,?,?,?,1,1,?
53553,'2025/03/01 00:26:46:153',28,0.992707,0.138334,0.08216,-0.0262,-0.122912,-0.979989,?,?,?,1,1,?
53554,'2025/03/01 00:26:46:165',28,0.992584,0.138738,0.082663,-0.026078,-0.121661,-0.980058,?,?,?,1,1,?
53555,'2025/03/01 00:26:46:173',28,0.992417,0.139091,0.083173,-0.0257,-0.121075,-0.979976,?,?,?,1,1,?
53556,'2025/03/01 00:26:46:184',28,0.992282,0.139337,0.083663,-0.025272,-0.120898,-0.979734,?,?,?,1,1,?
53557,'2025/03/01 00:26:46:194',28,0.992166,0.139456,0.084073,-0.024971,-0.120842,-0.979393,?,?,?,1,1,?
53558,'2025/03/01 00:26:46:204',28,0.992031,0.139464,0.084357,-0.024864,-0.120788,-0.979121,?,?,?,1,1,?
53559,'2025/03/01 00:26:46:214',28,0.991784,0.139437,0.084629,-0.024876,-0.120449,-0.979077,?,?,?,1,1,?
53560,'2025/03/01 00:26:46:225',28,0.991533,0.13947,0.084861,-0.024941,-0.119625,-0.979158,?,?,?,1,1,?
53561,'2025/03/01 00:26:46:235',28,0.991307,0.139588,0.085098,-0.025103,-0.118586,-0.979349,?,?,?,1,1,?
53562,'2025/03/01 00:26:46:247',28,0.991113,0.139858,0.085345,-0.025238,-0.117541,-0.980121,?,?,?,1,1,?
53563,'2025/03/01 00:26:46:258',28,0.991006,0.140292,0.085587,-0.025492,-0.116213,-0.980864,?,?,?,1,1,?
53564,'2025/03/01 00:26:46:267',28,0.990989,0.140816,0.085844,-0.02588,-0.11473,-0.981656,?,?,?,1,1,?
53565,'2025/03/01 00:26:46:276',28,0.991057,0.141416,0.086159,-0.026211,-0.113367,-0.982592,?,?,?,1,1,?
53566,'2025/03/01 00:26:46:286',28,0.991174,0.142064,0.086514,-0.026272,-0.112397,-0.98363,?,?,?,1,1,?
53567,'2025/03/01 00:26:46:298',28,0.991375,0.142666,0.08684,-0.026201,-0.111883,-0.984591,?,?,?,1,1,?
53568,'2025/03/01 00:26:46:306',28,0.991669,0.143167,0.087125,-0.026154,-0.111639,-0.985313,?,?,?,1,1,?
53569,'2025/03/01 00:26:46:316',28,0.991928,0.143509,0.087366,-0.026078,-0.111671,-0.985935,?,?,?,1,1,?
53570,'2025/03/01 00:26:46:328',28,0.992115,0.143844,0.08752,-0.026025,-0.111805,-0.986568,?,?,?,1,1,?
53571,'2025/03/01 00:26:46:339',28,0.992084,0.144114,0.087646,-0.026084,-0.110901,-0.987285,?,?,?,1,1,?
53572,'2025/03/01 00:26:46:350',28,0.991938,0.144311,0.087738,-0.026204,-0.10959,-0.988011,?,?,?,1,1,?
53573,'2025/03/01 00:26:46:358',28,0.991695,0.144446,0.087798,-0.026349,-0.108322,-0.988773,?,?,?,1,1,?
53574,'2025/03/01 00:26:46:369',28,0.991329,0.144512,0.087836,-0.026409,-0.107543,-0.989545,?,?,?,1,1,?
53575,'2025/03/01 00:26:46:378',28,0.990869,0.144474,0.087877,-0.026363,-0.107218,-0.990224,?,?,?,1,1,?
53576,'2025/03/01 00:26:46:388',28,0.990436,0.144336,0.087936,-0.026348,-0.107092,-0.990733,?,?,?,1,1,?
53577,'2025/03/01 00:26:46:399',28,0.990093,0.144179,0.087968,-0.026448,-0.106907,-0.99112,?,?,?,1,1,?
53578,'2025/03/01 00:26:46:409',28,0.989914,0.14411,0.087955,-0.026588,-0.106577,-0.99142,?,?,?,1,1,?
